"ID,TIPO_REQUISICAO,MOMENTO,TIMESTAMP"
1031,POST,END,1511115388328138552
1032,POST,BEGIN,1511115388666606285
1032,POST,END,1511115388697098615
1033,POST,BEGIN,1511115389034422418
1033,POST,END,1511115389057362330
1034,POST,BEGIN,1511115389393773153
1034,POST,END,1511115389417048219
1035,POST,BEGIN,1511115389753632965
1035,POST,END,1511115389768018673
1036,POST,BEGIN,1511115390104687121
1036,POST,END,1511115390119939554
1037,POST,BEGIN,1511115390456315582
1037,POST,END,1511115390470441338
1038,POST,BEGIN,1511115390806784492
1038,POST,END,1511115390821115790
1039,POST,BEGIN,1511115391157759056
1039,POST,END,1511115391177255623
1040,POST,BEGIN,1511115391513732112
1040,POST,END,1511115391530437271
1041,POST,BEGIN,1511115391866847198
1041,POST,END,1511115391885067048
1042,POST,BEGIN,1511115392222640034
1042,POST,END,1511115392238779139
1043,POST,BEGIN,1511115392576355702
1043,POST,END,1511115392593064301
1044,POST,BEGIN,1511115392929513328
1044,POST,END,1511115392944272615
1045,POST,BEGIN,1511115393280608072
1045,POST,END,1511115393300137172
1046,POST,BEGIN,1511115393637039166
1046,POST,END,1511115393654964700
1047,POST,BEGIN,1511115393993044298
1047,POST,END,1511115394022183633
1048,POST,BEGIN,1511115394359988476
1048,POST,END,1511115394375130591
1049,POST,BEGIN,1511115394711507977
1049,POST,END,1511115394725713820
1050,POST,BEGIN,1511115395062490970
1050,POST,END,1511115395078160244
1051,POST,BEGIN,1511115395414820851
1051,POST,END,1511115395440159592
1052,POST,BEGIN,1511115395776665054
1052,POST,END,1511115395792229915
1053,POST,BEGIN,1511115396128987389
1053,POST,END,1511115396144130519
1054,POST,BEGIN,1511115396480736851
1054,POST,END,1511115396498067822
1055,POST,BEGIN,1511115396834869421
1055,POST,END,1511115396849681799
1056,POST,BEGIN,1511115397186336402
1056,POST,END,1511115397200496713
1057,POST,BEGIN,1511115397536806905
1057,POST,END,1511115397555527925
1058,POST,BEGIN,1511115397892266498
1058,POST,END,1511115397908877785
1059,POST,BEGIN,1511115398245472153
1059,POST,END,1511115398266587030
1060,POST,BEGIN,1511115398602671182
1060,POST,END,1511115398621066684
1061,POST,BEGIN,1511115398957185401
1061,POST,END,1511115398972556907
1062,POST,BEGIN,1511115399309354785
1062,POST,END,1511115399323015632
1063,POST,BEGIN,1511115399659522209
1063,POST,END,1511115399673042784
1064,POST,BEGIN,1511115400009896160
1064,POST,END,1511115400023639380
1065,POST,BEGIN,1511115400360485568
1065,POST,END,1511115400375615384
1066,POST,BEGIN,1511115400715609894
1066,POST,END,1511115400741665576
1067,POST,BEGIN,1511115401079601917
1067,POST,END,1511115401130203370
1068,POST,BEGIN,1511115401468295177
1068,POST,END,1511115401484365333
1069,POST,BEGIN,1511115401820803678
1069,POST,END,1511115401839350027
1070,POST,BEGIN,1511115402175737037
1070,POST,END,1511115402192009833
1071,POST,BEGIN,1511115402528957045
1071,POST,END,1511115402545342741
1072,POST,BEGIN,1511115402882941298
1072,POST,END,1511115402897935250
1073,POST,BEGIN,1511115403234783337
1073,POST,END,1511115403248953196
1074,POST,BEGIN,1511115403585459625
1074,POST,END,1511115403601194033
1075,POST,BEGIN,1511115403937120856
1075,POST,END,1511115403960549932
1076,POST,BEGIN,1511115404297208116
1076,POST,END,1511115404317367741
1077,POST,BEGIN,1511115404653899531
1077,POST,END,1511115404667426193
1078,POST,BEGIN,1511115405004507246
1078,POST,END,1511115405025912242
1079,POST,BEGIN,1511115405362953686
1079,POST,END,1511115405376930447
1080,POST,BEGIN,1511115405713125488
1080,POST,END,1511115405726619744
1081,POST,BEGIN,1511115406063005132
1081,POST,END,1511115406076527244
1082,POST,BEGIN,1511115406412895121
1082,POST,END,1511115406427519954
1083,POST,BEGIN,1511115406764182231
1083,POST,END,1511115406778840013
1084,POST,BEGIN,1511115407115997285
1084,POST,END,1511115407133138759
1085,POST,BEGIN,1511115407470020525
1085,POST,END,1511115407484551829
1086,POST,BEGIN,1511115407821378976
1086,POST,END,1511115407836026253
1087,POST,BEGIN,1511115408172529448
1087,POST,END,1511115408190045632
1088,POST,BEGIN,1511115408526603647
1088,POST,END,1511115408541466119
1089,POST,BEGIN,1511115408878135724
1089,POST,END,1511115408899665027
1090,POST,BEGIN,1511115409237299539
1090,POST,END,1511115409263187754
1091,POST,BEGIN,1511115409599644059
1091,POST,END,1511115409615146240
1092,POST,BEGIN,1511115409951946540
1092,POST,END,1511115409967154234
1093,POST,BEGIN,1511115410303413125
1093,POST,END,1511115410318358857
1094,POST,BEGIN,1511115410656002654
1094,POST,END,1511115410671066673
1095,POST,BEGIN,1511115411008596117
1095,POST,END,1511115411027993677
1096,POST,BEGIN,1511115411364219139
1096,POST,END,1511115411386418140
1097,POST,BEGIN,1511115411723538208
1097,POST,END,1511115411739656406
1098,POST,BEGIN,1511115412078410762
1098,POST,END,1511115412115322872
1099,POST,BEGIN,1511115412453931995
1099,POST,END,1511115412469779606
1100,POST,BEGIN,1511115412806221812
1100,POST,END,1511115412823880009
1101,POST,BEGIN,1511115413160255929
1101,POST,END,1511115413175263320
1102,POST,BEGIN,1511115413513425514
1102,POST,END,1511115413542393197
1103,POST,BEGIN,1511115413880075840
1103,POST,END,1511115413894897735
1104,POST,BEGIN,1511115414232474922
1104,POST,END,1511115414261100230
1105,POST,BEGIN,1511115414597887977
1105,POST,END,1511115414611651084
1106,POST,BEGIN,1511115414959557829
1106,POST,END,1511115414998638244
1107,POST,BEGIN,1511115415409523409
1107,POST,END,1511115415425956860
1108,POST,BEGIN,1511115415763320791
1108,POST,END,1511115415780742112
1109,POST,BEGIN,1511115416117581328
1109,POST,END,1511115416134972768
1110,POST,BEGIN,1511115416473348427
1110,POST,END,1511115416502787808
1111,POST,BEGIN,1511115416841529757
1111,POST,END,1511115416855712860
1112,POST,BEGIN,1511115417192562139
1112,POST,END,1511115417205986265
1113,POST,BEGIN,1511115417542663236
1113,POST,END,1511115417556722270
1114,POST,BEGIN,1511115417894247604
1114,POST,END,1511115417911828490
1115,POST,BEGIN,1511115418248720351
1115,POST,END,1511115418263121976
1116,POST,BEGIN,1511115418600883108
1116,POST,END,1511115418629655915
1117,POST,BEGIN,1511115418967098418
1117,POST,END,1511115418984161081
1118,POST,BEGIN,1511115419322156516
1118,POST,END,1511115419341598619
1119,POST,BEGIN,1511115419678146772
1119,POST,END,1511115419693489998
1120,POST,BEGIN,1511115420030016184
1120,POST,END,1511115420046093824
1121,POST,BEGIN,1511115420382178274
1121,POST,END,1511115420398143417
1122,POST,BEGIN,1511115420735022591
1122,POST,END,1511115420750280199
1123,POST,BEGIN,1511115421087003007
1123,POST,END,1511115421106447651
1124,POST,BEGIN,1511115421443329299
1124,POST,END,1511115421470402510
1125,POST,BEGIN,1511115421806857351
1125,POST,END,1511115421830658749
1126,POST,BEGIN,1511115422167544163
1126,POST,END,1511115422186111787
1127,POST,BEGIN,1511115422526591428
1127,POST,END,1511115422556245386
1128,POST,BEGIN,1511115422896010171
1128,POST,END,1511115422933640491
1129,POST,BEGIN,1511115423272088849
1129,POST,END,1511115423290180201
1130,POST,BEGIN,1511115423626970149
1130,POST,END,1511115423643925528
1131,POST,BEGIN,1511115423980678235
1131,POST,END,1511115423999391697
1132,POST,BEGIN,1511115424335465896
1132,POST,END,1511115424354697041
1133,POST,BEGIN,1511115424694609891
1133,POST,END,1511115424732674345
1134,POST,BEGIN,1511115425070220683
1134,POST,END,1511115425085523700
1135,POST,BEGIN,1511115425421995785
1135,POST,END,1511115425437833111
1136,POST,BEGIN,1511115425773440784
1136,POST,END,1511115425787654650
1137,POST,BEGIN,1511115426124603576
1137,POST,END,1511115426138798606
1138,POST,BEGIN,1511115426475610207
1138,POST,END,1511115426489059214
1139,POST,BEGIN,1511115426825693786
1139,POST,END,1511115426842169266
1140,POST,BEGIN,1511115427179407235
1140,POST,END,1511115427206792646
1141,POST,BEGIN,1511115427547529416
1141,POST,END,1511115427572772732
1142,POST,BEGIN,1511115427911084741
1142,POST,END,1511115427933008129
1143,POST,BEGIN,1511115428270476471
1143,POST,END,1511115428288530475
1144,POST,BEGIN,1511115428625320174
1144,POST,END,1511115428639057483
1145,POST,BEGIN,1511115428975684866
1145,POST,END,1511115428990130150
1146,POST,BEGIN,1511115429326019791
1146,POST,END,1511115429342728255
1147,POST,BEGIN,1511115429679714686
1147,POST,END,1511115429694405603
1148,POST,BEGIN,1511115430030661487
1148,POST,END,1511115430044750669
1149,POST,BEGIN,1511115430381425403
1149,POST,END,1511115430397347743
1150,POST,BEGIN,1511115430734211256
1150,POST,END,1511115430751508180
1151,POST,BEGIN,1511115431088101176
1151,POST,END,1511115431103273693
1152,POST,BEGIN,1511115431441594877
1152,POST,END,1511115431470557040
1153,POST,BEGIN,1511115431809904026
1153,POST,END,1511115431827543157
1154,POST,BEGIN,1511115432166429452
1154,POST,END,1511115432188943364
1155,POST,BEGIN,1511115432525601691
1155,POST,END,1511115432539648082
1156,POST,BEGIN,1511115432879383634
1156,POST,END,1511115432895069045
1157,POST,BEGIN,1511115433232106980
1157,POST,END,1511115433247003400
1158,POST,BEGIN,1511115433583750893
1158,POST,END,1511115433601368788
1159,POST,BEGIN,1511115433938002416
1159,POST,END,1511115433952497752
1160,POST,BEGIN,1511115434289312152
1160,POST,END,1511115434303227076
1161,POST,BEGIN,1511115434641445794
1161,POST,END,1511115434669805351
1162,POST,BEGIN,1511115435007245004
1162,POST,END,1511115435030844699
1163,POST,BEGIN,1511115435367748575
1163,POST,END,1511115435388304849
1164,POST,BEGIN,1511115435725032614
1164,POST,END,1511115435739850111
1165,POST,BEGIN,1511115436076557682
1165,POST,END,1511115436091110291
1166,POST,BEGIN,1511115436427815191
1166,POST,END,1511115436444453108
1167,POST,BEGIN,1511115436780563013
1167,POST,END,1511115436795877387
1168,POST,BEGIN,1511115437132426793
1168,POST,END,1511115437148649816
1169,POST,BEGIN,1511115437485499095
1169,POST,END,1511115437498956454
1170,POST,BEGIN,1511115437836902453
1170,POST,END,1511115437855490072
1171,POST,BEGIN,1511115438193775195
1171,POST,END,1511115438207095628
1172,POST,BEGIN,1511115438543467774
1172,POST,END,1511115438556849220
1173,POST,BEGIN,1511115438893379896
1173,POST,END,1511115438910890167
1174,POST,BEGIN,1511115439247840044
1174,POST,END,1511115439261659304
1175,POST,BEGIN,1511115439601024591
1175,POST,END,1511115439623316982
1176,POST,BEGIN,1511115439963293064
1176,POST,END,1511115439992535271
1177,POST,BEGIN,1511115440329579450
1177,POST,END,1511115440349627832
1178,POST,BEGIN,1511115440691799441
1178,POST,END,1511115440723922887
1179,POST,BEGIN,1511115441061262675
1179,POST,END,1511115441075252785
1180,POST,BEGIN,1511115441411762868
1180,POST,END,1511115441426042683
1181,POST,BEGIN,1511115441762684064
1181,POST,END,1511115441777658631
1182,POST,BEGIN,1511115442114386829
1182,POST,END,1511115442129649996
1183,POST,BEGIN,1511115442466068325
1183,POST,END,1511115442480712710
1184,POST,BEGIN,1511115442819012500
1184,POST,END,1511115442833149432
1185,POST,BEGIN,1511115443169660792
1185,POST,END,1511115443183392756
1186,POST,BEGIN,1511115443520324405
1186,POST,END,1511115443534526864
1187,POST,BEGIN,1511115443871383472
1187,POST,END,1511115443886271462
1188,POST,BEGIN,1511115444224060231
1188,POST,END,1511115444244223501
1189,POST,BEGIN,1511115444581253589
1189,POST,END,1511115444599909136
1190,POST,BEGIN,1511115444937355292
1190,POST,END,1511115444957344683
1191,POST,BEGIN,1511115445294216021
1191,POST,END,1511115445311746892
1192,POST,BEGIN,1511115445649255328
1192,POST,END,1511115445667398550
1193,POST,BEGIN,1511115446004203709
1193,POST,END,1511115446026493811
1194,POST,BEGIN,1511115446364334808
1194,POST,END,1511115446380627617
1195,POST,BEGIN,1511115446716928793
1195,POST,END,1511115446732210943
1196,POST,BEGIN,1511115447068325808
1196,POST,END,1511115447084744134
1197,POST,BEGIN,1511115447421896747
1197,POST,END,1511115447441470251
1198,POST,BEGIN,1511115447778140874
1198,POST,END,1511115447792671975
1199,POST,BEGIN,1511115448129255248
1199,POST,END,1511115448142847927
1200,POST,BEGIN,1511115448480488811
1200,POST,END,1511115448506895061
1201,POST,BEGIN,1511115448846307004
1201,POST,END,1511115448865335062
1202,POST,BEGIN,1511115449203663058
1202,POST,END,1511115449220261785
1203,POST,BEGIN,1511115449560015189
1203,POST,END,1511115449583647732
1204,POST,BEGIN,1511115449920151755
1204,POST,END,1511115449935034810
1205,POST,BEGIN,1511115450271410449
1205,POST,END,1511115450287162086
1206,POST,BEGIN,1511115450624074366
1206,POST,END,1511115450638611632
1207,POST,BEGIN,1511115450975431774
1207,POST,END,1511115450990080338
1208,POST,BEGIN,1511115451327008806
1208,POST,END,1511115451341307966
1209,POST,BEGIN,1511115451677838518
1209,POST,END,1511115451694996373
1210,POST,BEGIN,1511115452031548592
1210,POST,END,1511115452046385166
1211,POST,BEGIN,1511115452382473111
1211,POST,END,1511115452402968223
1212,POST,BEGIN,1511115452739921041
1212,POST,END,1511115452753517131
1213,POST,BEGIN,1511115453089936218
1213,POST,END,1511115453103411697
1214,POST,BEGIN,1511115453440175595
1214,POST,END,1511115453456611434
1215,POST,BEGIN,1511115453793363451
1215,POST,END,1511115453807699776
1216,POST,BEGIN,1511115454144706176
1216,POST,END,1511115454158729659
1217,POST,BEGIN,1511115454497842201
1217,POST,END,1511115454527948293
1218,POST,BEGIN,1511115454867240818
1218,POST,END,1511115454885374664
1219,POST,BEGIN,1511115455222194783
1219,POST,END,1511115455239785688
1220,POST,BEGIN,1511115455578770241
1220,POST,END,1511115455609128561
1221,POST,BEGIN,1511115455947468832
1221,POST,END,1511115455961404285
1222,POST,BEGIN,1511115456297996087
1222,POST,END,1511115456312529260
1223,POST,BEGIN,1511115456649351169
1223,POST,END,1511115456666780819
1224,POST,BEGIN,1511115457003794647
1224,POST,END,1511115457027599027
1225,POST,BEGIN,1511115457367087302
1225,POST,END,1511115457395163838
1226,POST,BEGIN,1511115457732411905
1226,POST,END,1511115457748300387
1227,POST,BEGIN,1511115458085160379
1227,POST,END,1511115458104498928
1228,POST,BEGIN,1511115458440768237
1228,POST,END,1511115458463810620
1229,POST,BEGIN,1511115458800684510
1229,POST,END,1511115458814428668
1230,POST,BEGIN,1511115459151201385
1230,POST,END,1511115459164363210
1231,POST,BEGIN,1511115459501234768
1231,POST,END,1511115459514417308
1232,POST,BEGIN,1511115459851132352
1232,POST,END,1511115459866654165
1233,POST,BEGIN,1511115460206748060
1233,POST,END,1511115460231617806
1234,POST,BEGIN,1511115460568916231
1234,POST,END,1511115460582741284
1235,POST,BEGIN,1511115460922869283
1235,POST,END,1511115460949108299
1236,POST,BEGIN,1511115461286419391
1236,POST,END,1511115461304144678
1237,POST,BEGIN,1511115461643474560
1237,POST,END,1511115461672891332
1238,POST,BEGIN,1511115462010609367
1238,POST,END,1511115462027639977
1239,POST,BEGIN,1511115462366357332
1239,POST,END,1511115462407048490
1240,POST,BEGIN,1511115462747899701
1240,POST,END,1511115462774900659
1241,POST,BEGIN,1511115463113014563
1241,POST,END,1511115463131450522
1242,POST,BEGIN,1511115463471566931
1242,POST,END,1511115463497434767
1243,POST,BEGIN,1511115463837560820
1243,POST,END,1511115463857308687
1244,POST,BEGIN,1511115464194344028
1244,POST,END,1511115464211248248
1245,POST,BEGIN,1511115464548648575
1245,POST,END,1511115464563188358
1246,POST,BEGIN,1511115464903503007
1246,POST,END,1511115464929861820
1247,POST,BEGIN,1511115465267408685
1247,POST,END,1511115465284815052
1248,POST,BEGIN,1511115465621676843
1248,POST,END,1511115465639308307
1249,POST,BEGIN,1511115465979696857
1249,POST,END,1511115466005259433
1250,POST,BEGIN,1511115466342355752
1250,POST,END,1511115466356001868
1251,POST,BEGIN,1511115466696113511
1251,POST,END,1511115466723561433
1252,POST,BEGIN,1511115467061809243
1252,POST,END,1511115467076410086
1253,POST,BEGIN,1511115467416185388
1253,POST,END,1511115467442882942
1254,POST,BEGIN,1511115467780336694
1254,POST,END,1511115467794583211
1255,POST,BEGIN,1511115468134351310
1255,POST,END,1511115468161558694
1256,POST,BEGIN,1511115468500058179
1256,POST,END,1511115468529950759
1257,POST,BEGIN,1511115468866715626
1257,POST,END,1511115468881244087
1258,POST,BEGIN,1511115469220916486
1258,POST,END,1511115469247033743
1259,POST,BEGIN,1511115469587321585
1259,POST,END,1511115469613952956
1260,POST,BEGIN,1511115469953695068
1260,POST,END,1511115469980487458
1261,POST,BEGIN,1511115470318013266
1261,POST,END,1511115470336903515
1262,POST,BEGIN,1511115470676755363
1262,POST,END,1511115470700822952
1263,POST,BEGIN,1511115471038174885
1263,POST,END,1511115471052043429
1264,POST,BEGIN,1511115471388707290
1264,POST,END,1511115471409217296
1265,POST,BEGIN,1511115471745335655
1265,POST,END,1511115471759262246
1266,POST,BEGIN,1511115472099063519
1266,POST,END,1511115472125667007
1267,POST,BEGIN,1511115472466238505
1267,POST,END,1511115472491325627
1268,POST,BEGIN,1511115472828531385
1268,POST,END,1511115472842595299
1269,POST,BEGIN,1511115473179114969
1269,POST,END,1511115473195192306
1270,POST,BEGIN,1511115473532125393
1270,POST,END,1511115473546132538
1271,POST,BEGIN,1511115473883586071
1271,POST,END,1511115473900415917
1272,POST,BEGIN,1511115474237510869
1272,POST,END,1511115474256790994
1273,POST,BEGIN,1511115474595068355
1273,POST,END,1511115474612596273
1274,POST,BEGIN,1511115474952411231
1274,POST,END,1511115474977106279
1275,POST,BEGIN,1511115475314390518
1275,POST,END,1511115475328885887
1276,POST,BEGIN,1511115475667670101
1276,POST,END,1511115475683472518
1277,POST,BEGIN,1511115476020649798
1277,POST,END,1511115476037367035
1278,POST,BEGIN,1511115476374173846
1278,POST,END,1511115476390927789
1279,POST,BEGIN,1511115476728113901
1279,POST,END,1511115476745393987
1280,POST,BEGIN,1511115477085679708
1280,POST,END,1511115477113439497
1281,POST,BEGIN,1511115477450795013
1281,POST,END,1511115477469564572
1282,POST,BEGIN,1511115477806351364
1282,POST,END,1511115477824050615
1283,POST,BEGIN,1511115478160833060
1283,POST,END,1511115478174795770
1284,POST,BEGIN,1511115478512395190
1284,POST,END,1511115478541212741
1285,POST,BEGIN,1511115478878755759
1285,POST,END,1511115478895225971
1286,POST,BEGIN,1511115479233582410
1286,POST,END,1511115479263052029
1287,POST,BEGIN,1511115479601825815
1287,POST,END,1511115479624514097
1288,POST,BEGIN,1511115479961494867
1288,POST,END,1511115479975257871
1289,POST,BEGIN,1511115480312607280
1289,POST,END,1511115480326338991
1290,POST,BEGIN,1511115480663413664
1290,POST,END,1511115480679048483
1291,POST,BEGIN,1511115481016380227
1291,POST,END,1511115481034873954
1292,POST,BEGIN,1511115481370763295
1292,POST,END,1511115481387804028
1293,POST,BEGIN,1511115481724522151
1293,POST,END,1511115481743815646
1294,POST,BEGIN,1511115482081473884
1294,POST,END,1511115482098143208
1295,POST,BEGIN,1511115482435058974
1295,POST,END,1511115482452874107
1296,POST,BEGIN,1511115482789742932
1296,POST,END,1511115482806030679
1297,POST,BEGIN,1511115483142545237
1297,POST,END,1511115483159446529
1298,POST,BEGIN,1511115483496493215
1298,POST,END,1511115483512528030
1299,POST,BEGIN,1511115483849511385
1299,POST,END,1511115483866585773
1300,POST,BEGIN,1511115484203004278
1300,POST,END,1511115484218733363
1301,POST,BEGIN,1511115484558130563
1301,POST,END,1511115484582658495
1302,POST,BEGIN,1511115484922141780
1302,POST,END,1511115484940908933
1303,POST,BEGIN,1511115485277162165
1303,POST,END,1511115485290457144
1304,POST,BEGIN,1511115485627091152
1304,POST,END,1511115485642674448
1305,POST,BEGIN,1511115485979367283
1305,POST,END,1511115485992627115
1306,POST,BEGIN,1511115486329037269
1306,POST,END,1511115486346177054
1307,POST,BEGIN,1511115486683420294
1307,POST,END,1511115486697807718
1308,POST,BEGIN,1511115487038757290
1308,POST,END,1511115487070108529
1309,POST,BEGIN,1511115487407198863
1309,POST,END,1511115487421457771
1310,POST,BEGIN,1511115487779917702
1310,POST,END,1511115487810387590
1311,POST,BEGIN,1511115488147186483
1311,POST,END,1511115488161514084
1312,POST,BEGIN,1511115488497242139
1312,POST,END,1511115488514651914
1313,POST,BEGIN,1511115488851831167
1313,POST,END,1511115488866954912
1314,POST,BEGIN,1511115489203111412
1314,POST,END,1511115489219553361
1315,POST,BEGIN,1511115489555844113
1315,POST,END,1511115489574336079
1316,POST,BEGIN,1511115489910969476
1316,POST,END,1511115489925483051
1317,POST,BEGIN,1511115490261874145
1317,POST,END,1511115490277339224
1318,POST,BEGIN,1511115490614975239
1318,POST,END,1511115490632521136
1319,POST,BEGIN,1511115490969564207
1319,POST,END,1511115490986382375
1320,POST,BEGIN,1511115491323283209
1320,POST,END,1511115491338742535
1321,POST,BEGIN,1511115491677889059
1321,POST,END,1511115491703214640
1322,POST,BEGIN,1511115492039988430
1322,POST,END,1511115492056820710
1323,POST,BEGIN,1511115492393227956
1323,POST,END,1511115492409007922
1324,POST,BEGIN,1511115492745598103
1324,POST,END,1511115492762906886
1325,POST,BEGIN,1511115493099388197
1325,POST,END,1511115493118229420
1326,POST,BEGIN,1511115493454943104
1326,POST,END,1511115493473871459
1327,POST,BEGIN,1511115493811408313
1327,POST,END,1511115493832307294
1328,POST,BEGIN,1511115494169418645
1328,POST,END,1511115494186764725
1329,POST,BEGIN,1511115494523200726
1329,POST,END,1511115494539899097
1330,POST,BEGIN,1511115494876529666
1330,POST,END,1511115494895050513
1331,POST,BEGIN,1511115495232128740
1331,POST,END,1511115495256043621
1332,POST,BEGIN,1511115495593995466
1332,POST,END,1511115495613848461
1333,POST,BEGIN,1511115495951203630
1333,POST,END,1511115495970179376
1334,POST,BEGIN,1511115496307783052
1334,POST,END,1511115496324410569
1335,POST,BEGIN,1511115496661135649
1335,POST,END,1511115496675701027
1336,POST,BEGIN,1511115497012800328
1336,POST,END,1511115497026802015
1337,POST,BEGIN,1511115497364166609
1337,POST,END,1511115497394757686
1338,POST,BEGIN,1511115497734446158
1338,POST,END,1511115497752239149
1339,POST,BEGIN,1511115498089137658
1339,POST,END,1511115498104692191
1340,POST,BEGIN,1511115498441162164
1340,POST,END,1511115498456718058
1341,POST,BEGIN,1511115498793216375
1341,POST,END,1511115498808400172
1342,POST,BEGIN,1511115499144722788
1342,POST,END,1511115499158871370
1343,POST,BEGIN,1511115499495303610
1343,POST,END,1511115499510066684
1344,POST,BEGIN,1511115499846448956
1344,POST,END,1511115499861949507
1345,POST,BEGIN,1511115500199641241
1345,POST,END,1511115500217152100
1346,POST,BEGIN,1511115500554125743
1346,POST,END,1511115500572146378
1347,POST,BEGIN,1511115500909455131
1347,POST,END,1511115500924576199
1348,POST,BEGIN,1511115501261117532
1348,POST,END,1511115501277005334
1349,POST,BEGIN,1511115501614898232
1349,POST,END,1511115501628471334
1350,POST,BEGIN,1511115501964924484
1350,POST,END,1511115501979452369
1351,POST,BEGIN,1511115502315849483
1351,POST,END,1511115502332236299
1352,POST,BEGIN,1511115502669133878
1352,POST,END,1511115502683993629
1353,POST,BEGIN,1511115503020812923
1353,POST,END,1511115503035313090
1354,POST,BEGIN,1511115503372169968
1354,POST,END,1511115503387180988
1355,POST,BEGIN,1511115503733027616
1355,POST,END,1511115503754143558
1356,POST,BEGIN,1511115504091411554
1356,POST,END,1511115504113772450
1357,POST,BEGIN,1511115504449828487
1357,POST,END,1511115504465960634
1358,POST,BEGIN,1511115504802256175
1358,POST,END,1511115504821673477
1359,POST,BEGIN,1511115505159071462
1359,POST,END,1511115505173977694
1360,POST,BEGIN,1511115505510355900
1360,POST,END,1511115505524564666
1361,POST,BEGIN,1511115505860960071
1361,POST,END,1511115505876788792
1362,POST,BEGIN,1511115506212870411
1362,POST,END,1511115506228819612
1363,POST,BEGIN,1511115506565306454
1363,POST,END,1511115506581372452
1364,POST,BEGIN,1511115506918022717
1364,POST,END,1511115506931464420
1365,POST,BEGIN,1511115507267969394
1365,POST,END,1511115507281528010
1366,POST,BEGIN,1511115507618845606
1366,POST,END,1511115507633194888
1367,POST,BEGIN,1511115507969856133
1367,POST,END,1511115507985627983
1368,POST,BEGIN,1511115508323111666
1368,POST,END,1511115508342197435
1369,POST,BEGIN,1511115508679269901
1369,POST,END,1511115508696366485
1370,POST,BEGIN,1511115509033451634
1370,POST,END,1511115509055445283
1371,POST,BEGIN,1511115509392092594
1371,POST,END,1511115509410532031
1372,POST,BEGIN,1511115509747178399
1372,POST,END,1511115509764502312
1373,POST,BEGIN,1511115510100915150
1373,POST,END,1511115510116763842
1374,POST,BEGIN,1511115510453485476
1374,POST,END,1511115510467444144
1375,POST,BEGIN,1511115510804177434
1375,POST,END,1511115510818278896
1376,POST,BEGIN,1511115511154781953
1376,POST,END,1511115511169565446
1377,POST,BEGIN,1511115511506515228
1377,POST,END,1511115511519401022
1378,POST,BEGIN,1511115511856329389
1378,POST,END,1511115511871074987
1379,POST,BEGIN,1511115512208384112
1379,POST,END,1511115512222751010
1380,POST,BEGIN,1511115512560562870
1380,POST,END,1511115512576932177
1381,POST,BEGIN,1511115512913858630
1381,POST,END,1511115512928503073
1382,POST,BEGIN,1511115513265452573
1382,POST,END,1511115513280411018
1383,POST,BEGIN,1511115513616615573
1383,POST,END,1511115513632127434
1384,POST,BEGIN,1511115513968858624
1384,POST,END,1511115513984270910
1385,POST,BEGIN,1511115514322139207
1385,POST,END,1511115514340853575
1386,POST,BEGIN,1511115514676427312
1386,POST,END,1511115514697927916
1387,POST,BEGIN,1511115515035000331
1387,POST,END,1511115515062187213
1388,POST,BEGIN,1511115515399276006
