ID,TIPO_REQUISICAO,MOMENTO,TIMESTAMP
1002,POST,BEGIN,1512526003887382520
1002,POST,END,1512526003902532669
1003,POST,BEGIN,1512526004239136844
1003,POST,END,1512526004253981371
1004,POST,BEGIN,1512526004590840774
1004,POST,END,1512526004606857436
1005,POST,BEGIN,1512526004944000608
1005,POST,END,1512526004959274423
1006,POST,BEGIN,1512526005296949423
1006,POST,END,1512526005313773562
1007,POST,BEGIN,1512526005652277493
1007,POST,END,1512526005670844254
1008,POST,BEGIN,1512526006007447084
1008,POST,END,1512526006022343360
1009,POST,BEGIN,1512526006359100454
1009,POST,END,1512526006374554926
1010,POST,BEGIN,1512526006711896375
1010,POST,END,1512526006727771838
1011,POST,BEGIN,1512526007065828972
1011,POST,END,1512526007081635741
1012,POST,BEGIN,1512526007418366611
1012,POST,END,1512526007433521165
1013,POST,BEGIN,1512526007770264176
1013,POST,END,1512526007786526499
1014,POST,BEGIN,1512526008123325040
1014,POST,END,1512526008137895458
1015,POST,BEGIN,1512526008475487897
1015,POST,END,1512526008492759362
1016,POST,BEGIN,1512526008831063838
1016,POST,END,1512526008857793714
1017,POST,BEGIN,1512526009195572953
1017,POST,END,1512526009210642209
1018,POST,BEGIN,1512526009547934327
1018,POST,END,1512526009562742346
1019,POST,BEGIN,1512526009899317401
1019,POST,END,1512526009917356089
1020,POST,BEGIN,1512526010253721209
1020,POST,END,1512526010267869733
1021,POST,BEGIN,1512526010604766746
1021,POST,END,1512526010619219339
1022,POST,BEGIN,1512526010955750905
1022,POST,END,1512526010971243683
1023,POST,BEGIN,1512526011308010545
1023,POST,END,1512526011321963219
1024,POST,BEGIN,1512526011661583552
1024,POST,END,1512526011681656736
1025,POST,BEGIN,1512526012018852322
1025,POST,END,1512526012033169496
1026,POST,BEGIN,1512526012370239511
1026,POST,END,1512526012385515207
1027,POST,BEGIN,1512526012723258317
1027,POST,END,1512526012738879883
1028,POST,BEGIN,1512526013076674593
1028,POST,END,1512526013090939244
1029,POST,BEGIN,1512526013427990031
1029,POST,END,1512526013442974649
