ID,TIPO_REQUISICAO,MOMENTO,TIMESTAMP
8002,GET,BEGIN,1511139473901131569
8002,GET,END,1511139473930758972
8003,GET,BEGIN,1511139474684632941
8003,GET,END,1511139474702044608
8004,GET,BEGIN,1511139475455700775
8004,GET,END,1511139475490780675
8005,GET,BEGIN,1511139476245619614
8005,GET,END,1511139476262064942
8006,GET,BEGIN,1511139477015403899
8006,GET,END,1511139477031570899
8007,GET,BEGIN,1511139477785430476
8007,GET,END,1511139477801564723
8008,GET,BEGIN,1511139478555162004
8008,GET,END,1511139478571485329
8009,GET,BEGIN,1511139479325172359
8009,GET,END,1511139479340948430
8010,GET,BEGIN,1511139480094641326
8010,GET,END,1511139480110225452
8011,GET,BEGIN,1511139480864022710
8011,GET,END,1511139480897676727
8012,GET,BEGIN,1511139481655283470
8012,GET,END,1511139481684894794
8013,GET,BEGIN,1511139482439427115
8013,GET,END,1511139482460671312
8014,GET,BEGIN,1511139483216448052
8014,GET,END,1511139483232885269
8015,GET,BEGIN,1511139483989903059
8015,GET,END,1511139484016564042
8016,GET,BEGIN,1511139484770876513
8016,GET,END,1511139484785294310
8017,GET,BEGIN,1511139485539090018
8017,GET,END,1511139485570087174
8018,GET,BEGIN,1511139486325222412
8018,GET,END,1511139486339983573
8019,GET,BEGIN,1511139487093383755
8019,GET,END,1511139487107821733
8020,GET,BEGIN,1511139487862188284
8020,GET,END,1511139487884425928
8021,GET,BEGIN,1511139488641445958
8021,GET,END,1511139488667075856
8022,GET,BEGIN,1511139489422147516
8022,GET,END,1511139489439039562
8023,GET,BEGIN,1511139490192996109
8023,GET,END,1511139490207985891
8024,GET,BEGIN,1511139490960961911
8024,GET,END,1511139490974885655
8025,GET,BEGIN,1511139491727596736
8025,GET,END,1511139491742311303
8026,GET,BEGIN,1511139492495953634
8026,GET,END,1511139492509930130
8027,GET,BEGIN,1511139493263402464
8027,GET,END,1511139493277718986
8028,GET,BEGIN,1511139494031131381
8028,GET,END,1511139494045067926
8029,GET,BEGIN,1511139494798542115
8029,GET,END,1511139494813405892
8030,GET,BEGIN,1511139495570154087
8030,GET,END,1511139495597739408
8031,GET,BEGIN,1511139496353641767
8031,GET,END,1511139496374686810
8032,GET,BEGIN,1511139497130842523
8032,GET,END,1511139497157305297
8033,GET,BEGIN,1511139497913367471
8033,GET,END,1511139497936027597
8034,GET,BEGIN,1511139498689798403
8034,GET,END,1511139498704808543
8035,GET,BEGIN,1511139499461904547
8035,GET,END,1511139499489674645
8036,GET,BEGIN,1511139500243982568
8036,GET,END,1511139500259206071
8037,GET,BEGIN,1511139501014272634
8037,GET,END,1511139501029047797
8038,GET,BEGIN,1511139501785896313
8038,GET,END,1511139501815000200
8039,GET,BEGIN,1511139502573004834
8039,GET,END,1511139502601450390
8040,GET,BEGIN,1511139503357636616
8040,GET,END,1511139503386150034
8041,GET,BEGIN,1511139504141099353
8041,GET,END,1511139504161499822
8042,GET,BEGIN,1511139504916301262
8042,GET,END,1511139504934046216
8043,GET,BEGIN,1511139505687598684
8043,GET,END,1511139505715619879
8044,GET,BEGIN,1511139506470081871
8044,GET,END,1511139506484911436
8045,GET,BEGIN,1511139507238233876
8045,GET,END,1511139507253992592
8046,GET,BEGIN,1511139508007476608
8046,GET,END,1511139508022013730
8047,GET,BEGIN,1511139508775813511
8047,GET,END,1511139508789925276
8048,GET,BEGIN,1511139509544684446
8048,GET,END,1511139509562888134
8049,GET,BEGIN,1511139510316449051
8049,GET,END,1511139510331037109
8050,GET,BEGIN,1511139511084598819
8050,GET,END,1511139511098637533
8051,GET,BEGIN,1511139511852235311
8051,GET,END,1511139511867035782
8052,GET,BEGIN,1511139512622743876
8052,GET,END,1511139512643851651
8053,GET,BEGIN,1511139513397572299
8053,GET,END,1511139513413181384
8054,GET,BEGIN,1511139514167810713
8054,GET,END,1511139514182116347
8055,GET,BEGIN,1511139514935908137
8055,GET,END,1511139514951438455
8056,GET,BEGIN,1511139515705496662
8056,GET,END,1511139515723278722
8057,GET,BEGIN,1511139516476811095
8057,GET,END,1511139516490918839
8058,GET,BEGIN,1511139517244633530
8058,GET,END,1511139517276451082
8059,GET,BEGIN,1511139518031253086
8059,GET,END,1511139518045242251
8060,GET,BEGIN,1511139518800081620
8060,GET,END,1511139518825763197
8061,GET,BEGIN,1511139519582500632
8061,GET,END,1511139519606839163
8062,GET,BEGIN,1511139520360321731
8062,GET,END,1511139520374777617
8063,GET,BEGIN,1511139521128696017
8063,GET,END,1511139521151235229
8064,GET,BEGIN,1511139521904844590
8064,GET,END,1511139521919550412
8065,GET,BEGIN,1511139522673212751
8065,GET,END,1511139522687148001
8066,GET,BEGIN,1511139523440588645
8066,GET,END,1511139523455156853
8067,GET,BEGIN,1511139524208249480
8067,GET,END,1511139524224140376
8068,GET,BEGIN,1511139524977559793
8068,GET,END,1511139524993111273
8069,GET,BEGIN,1511139525749564957
8069,GET,END,1511139525776927304
8070,GET,BEGIN,1511139526531225838
8070,GET,END,1511139526545779559
8071,GET,BEGIN,1511139527299599378
8071,GET,END,1511139527331289569
8072,GET,BEGIN,1511139528086566869
8072,GET,END,1511139528100687859
8073,GET,BEGIN,1511139528854391792
8073,GET,END,1511139528870840514
8074,GET,BEGIN,1511139529626611495
8074,GET,END,1511139529648378087
8075,GET,BEGIN,1511139530402470838
8075,GET,END,1511139530417094881
8076,GET,BEGIN,1511139531170772662
8076,GET,END,1511139531184556500
8077,GET,BEGIN,1511139531938378741
8077,GET,END,1511139531952516765
8078,GET,BEGIN,1511139532708176652
8078,GET,END,1511139532738850462
8079,GET,BEGIN,1511139533494714468
8079,GET,END,1511139533513793468
8080,GET,BEGIN,1511139534267345676
8080,GET,END,1511139534282732749
8081,GET,BEGIN,1511139535036314353
8081,GET,END,1511139535051992035
8082,GET,BEGIN,1511139535808766928
8082,GET,END,1511139535846983212
8083,GET,BEGIN,1511139536601240155
8083,GET,END,1511139536619532990
8084,GET,BEGIN,1511139537373803021
8084,GET,END,1511139537390332573
8085,GET,BEGIN,1511139538144379642
8085,GET,END,1511139538176909632
8086,GET,BEGIN,1511139538931123342
8086,GET,END,1511139538945885621
